text,date,clean_text,cluster,modified_date
"@guybrush0 I would, but there is no FTP access ",2009-06-02 04:08:21,would ftp access,0,2009-06-02
I can see it is getting darker outside.. Is it coming ?? ,2009-06-01 02:34:24,see getting darker outside coming,0,2009-06-01
the zoo was amazing minus the giraffes were in there barn and i couldnt feed them ,2009-06-18 12:30:17,zoo amazing minus giraffes barn couldnt feed,0,2009-06-18
The draft with @yourprettylife and @shahineezell cooooome!!  thanks,2009-06-07 01:26:13,draft cooooome thanks,0,2009-06-07
Awwww Im sad Bronny doesnt have any help  ,2009-05-30 21:39:49,awwww im sad bronny doesnt help,3,2009-05-30
is at shisha with NJ and Syarif. heheheheh. using Syarif's new laptop. LOL budak poly ,2009-04-07 03:18:29,shisha nj syarif heheheheh using syarifs new laptop lol budak poly,0,2009-04-07
Good morning! ,2009-06-02 22:27:26,good morning,0,2009-06-02
@ep0pe86 u suppose to get me out there ,2009-06-23 09:28:43,u suppose get,0,2009-06-23
@Throwinbeats  we have 10 days left ! please oh please just let them pass by easily ! ,2009-06-01 15:17:14,days left please oh please let pass easily,0,2009-06-01
 im being serious. I have many stories. Cso believes me,2009-06-19 03:26:41,im serious many stories cso believes,3,2009-06-19
using SPF 50 is still yet not enough for sentosa.i become darker ,2009-06-21 09:27:18,using spf still yet enough sentosai become darker,0,2009-06-21
"For I am crucified with Christ, and yet I live.   -Kynitekia 3Rev20",2009-04-19 08:34:52,crucified christ yet live kynitekia rev,0,2009-04-19
Lollapalooza schedule is full of conflicts for me.  How will I ever decide?,2009-06-18 11:18:22,lollapalooza schedule full conflicts ever decide,0,2009-06-18
"@rockinaround 2 super boring exams, in July  sooo sick of it!",2009-06-18 06:55:33,super boring exams july sooo sick,0,2009-06-18
Gah - we've now crammed so much into Clover we're getting OutOfMemory exceptions ,2009-04-20 04:48:58,gah weve crammed much clover getting outofmemory exceptions,0,2009-04-20
when i feel like thissss ' i turn to him ,2009-05-30 01:33:09,feel like thissss turn,0,2009-05-30
"@NOTW88 yeh, i much prefer without ",2009-06-16 11:35:29,yeh much prefer without,0,2009-06-16
Dinner. Having stupid noodles cause I can't even swallow without it hurting.. blahh. ,2009-06-21 00:08:24,dinner stupid noodles cause cant even swallow without hurting blahh,0,2009-06-21
lazy day yay!  omg so sleepy! and those guys are so loud! wth!!! they've been there since 7am and its almost 6pm!!!! ,2009-06-05 14:49:10,lazy day yay omg sleepy guys loud wth theyve since almost pm,0,2009-06-05
@LizzieMay32  I wish you were here  this place makes me sad,2009-05-31 12:56:39,wish place makes sad,0,2009-05-31
good eve  http://plurk.com/p/p619u,2009-04-20 05:14:05,good eve,0,2009-04-20
"3 kebapcheta, lutenica and 1 bun = 0.90 EUR. That's the real bargain ",2009-06-15 02:53:33,kebapcheta lutenica bun eur thats real bargain,0,2009-06-15
Watching Mtv movie awards  Goo Aaaash!! xd',2009-05-31 18:12:17,watching mtv movie awards goo aaaash xd,0,2009-05-31
@amcourtneyeman kirk is hotter than spock ,2009-05-10 00:22:11,kirk hotter spock,0,2009-05-10
@JaVyJuice Yeah I Know ,2009-06-21 09:28:16,yeah know,0,2009-06-21
@cga1982 I didn't eat it all! I'm still hungry ,2009-06-06 20:05:48,didnt eat im still hungry,3,2009-06-06
@sunshine_diva LOL I can't since you are not following me  my email is on my website,2009-05-29 20:15:03,lol cant since following email website,0,2009-05-29
@mattlogelin Make a pros and cons list. Add things you know she has made points about in the past. The answer will become obvious ,2009-06-02 14:45:06,make pros cons list add things know made points past answer become obvious,0,2009-06-02
"@Aeremaee Good luck!  Just stay calm and professional, and you'll do great!  ",2009-04-20 06:44:46,good luck stay calm professional youll great,0,2009-04-20
"anywhooo, funday :} g'night rehearsals tom early i think ",2009-06-02 19:24:42,anywhooo funday gnight rehearsals tom early think,0,2009-06-02
@ThisisDavina  we love BB!!!!! Davina ur a legend  xxxxx,2009-06-07 14:53:20,love bb davina ur legend xxxxx,0,2009-06-07
"@poisnivyred  That was so kewl when Jason called you for winning the tix to Christmas show last Dec, ahhhh  ",2009-05-29 08:54:35,kewl jason called winning tix christmas show last dec ahhhh,0,2009-05-29
"@jhorsley3 ha! yes, i'd watch your back, j. ",2009-05-10 20:11:53,ha yes id watch back j,4,2009-05-10
@Victoriakessonx hahaha ,2009-05-10 06:48:32,hahaha,0,2009-05-10
cuz i found an acceptable job and a 3bdrm house on a lakefront that allows dogs.  now the 1s who cried most say NOOOOOOOOOO. :O(,2009-06-15 23:25:56,cuz found acceptable job bdrm house lakefront allows dogs cried say noooooooooo,0,2009-06-15
says Bye muna! Must grab pictures from Barbie's night!  http://plurk.com/p/riaeb,2009-05-03 01:45:31,says bye muna must grab pictures barbies night,0,2009-05-03
@paulawhite Started reading Sci-Fi in 8th gr. My HS librarian told me about research in which highly intelligent ppl gravitated 2 Sci-Fi. ,2009-04-19 07:55:02,started reading scifi th gr hs librarian told research highly intelligent ppl gravitated scifi,0,2009-04-19
OOO TY TWITTER!!! I now have a red x ,2009-05-30 15:09:37,ooo ty twitter red x,0,2009-05-30
@Rorzshach I wish  I'm not very good at it tbh :/,2009-05-29 15:56:05,wish im good tbh,3,2009-05-29
@LOSTPETUSA I am lost. Please help me find a good home. ,2009-05-02 03:47:51,lost please help find good home,0,2009-05-02
misses my lucky 7 gurls  http://twitpic.com/7hqdf,2009-06-15 13:56:37,misses lucky gurls,0,2009-06-15
Sprint network still not cooperating... No pics tweeted tonight either. ,2009-06-19 21:23:21,sprint network still cooperating pics tweeted tonight either,0,2009-06-19
watchin tv n doin my math homework  then desperate housewives wit my momma. &lt;3,2009-05-03 17:28:24,watchin tv n doin math homework desperate housewives wit momma lt,0,2009-05-03
aww what a change in weather ,2009-06-03 02:04:02,aww change weather,0,2009-06-03
My babes is going to have to work all day! ,2009-05-02 10:20:47,babes going work day,1,2009-05-02
"@maxnugget *loved* Man on Wire if you've not seen it. Guy is clearly insane, but very inspiring &amp; infectious ",2009-05-22 04:48:23,loved man wire youve seen guy clearly insane inspiring amp infectious,4,2009-05-22
LA with baybay and his family ,2009-05-31 14:36:33,la baybay family,0,2009-05-31
Ice cream van still audible but still elusive  Can you still buy feast lollies? They were class!,2009-05-31 08:25:48,ice cream van still audible still elusive still buy feast lollies class,0,2009-05-31
"I'm blaring out &quot;Kid Rock - all summer long&quot;, the weathers great, my girlfriend is doing great and my oh my i'm in a great mood ",2009-06-02 06:07:06,im blaring quotkid rock summer longquot weathers great girlfriend great oh im great mood,3,2009-06-02
@Miss_TiffanyZ ,2009-06-18 09:28:04,,0,2009-06-18
ugh....dishes....  ,2009-05-30 21:29:39,ughdishes,0,2009-05-30
Super upset with mii hubbii  totalii dissed me for our dinner date.....boo to u,2009-06-17 20:31:31,super upset mii hubbii totalii dissed dinner dateboo u,0,2009-06-17
this is the worst year for formulaone. Weather ALWAYS sucks.  i hope it'll be okay when i watch in september!,2009-04-19 00:47:07,worst year formulaone weather always sucks hope itll okay watch september,0,2009-04-19
just chillin'.. good thing the barber didn't murdered my hair ,2009-04-19 01:37:25,chillin good thing barber didnt murdered hair,0,2009-04-19
"@MeganMadiina I HATE YOU, YOU HATE DANNY. AND ROBIN HOOD. and theyre like the best things in my life ever  danny jones will hear of yo ...",2009-06-02 04:09:33,hate hate danny robin hood theyre like best things life ever danny jones hear yo,0,2009-06-02
"@havenward Sorry you are feeling bad, by the way.  There's something that sucks just a bit more than normal about summer colds.",2009-06-07 14:04:18,sorry feeling bad way theres something sucks bit normal summer colds,0,2009-06-07
@jonathanrknight heard Auzzie was cnceled  -news dsnt travel fast in canada lol. That sux but u'll be able 2 get ... http://bit.ly/ktY9U,2009-06-21 01:54:45,heard auzzie cnceled news dsnt travel fast canada lol sux ull able get,0,2009-06-21
@BlueHavenLV :: vote complete ,2009-05-04 00:17:44,vote complete,0,2009-05-04
@taiforever done geo finally. now i have a hand cramp :/ photocopying it for you now  -s,2009-05-18 02:15:05,done geo finally hand cramp photocopying,0,2009-05-18
"And the cover for tRANCE is FUCKING AWESOME. It looks like a cover for a heavy metal band, or a rock band which is what GRANRODEO is. ",2009-05-29 20:15:26,cover trance fucking awesome looks like cover heavy metal band rock band granrodeo,0,2009-05-29
I want boobs. ,2009-06-06 02:59:04,want boobs,0,2009-06-06
"@Cookie_321     it took me a while to figure out how to reply to you, hah.  errr i'm sick as a little bitch. ",2009-06-18 00:52:45,took figure reply hah errr im sick little bitch,3,2009-06-18
I am begining to hate Ms A cos she leaked out my secrets to Triple Z... I can't trust Ms A anymore. And all along I tot she's reliable.. ,2009-06-01 01:22:35,begining hate ms cos leaked secrets triple z cant trust ms anymore along tot shes reliable,0,2009-06-01
@mary_martin Just what we need - continued domination of animals. ,2009-06-16 10:07:16,need continued domination animals,0,2009-06-16
Hates goodbye! Any kind of goodbye! Geez! Hate it!! Period! End of story! ,2009-06-25 06:04:33,hates goodbye kind goodbye geez hate period end story,0,2009-06-25
@GeekTwisT well yeah I guess   can I borrow it for a while?,2009-06-05 08:59:48,well yeah guess borrow,0,2009-06-05
is in Business Studies  so so so so happy its friday ! yeyyyyyyyyy But not so happy about the terrible rain  x x x x,2009-05-22 02:49:47,business studies happy friday yeyyyyyyyyy happy terrible rain x x x x,0,2009-05-22
@Kenny_Wallace Washington state here!  But I'm closer to Biffle territory than Kahne territory... ,2009-06-15 23:45:53,washington state im closer biffle territory kahne territory,3,2009-06-15
I feel really really sick ,2009-05-10 19:14:51,feel really really sick,0,2009-05-10
@wmarkwhitlock I like this!! ,2009-05-03 00:40:52,like,0,2009-05-03
"@ei8th actually annoying, as i have also reset my password for the game as well now, and still same error ",2009-06-05 12:18:23,actually annoying also reset password game well still error,0,2009-06-05
@jennalego dude chill we have a ton of time ,2009-05-29 15:38:25,dude chill ton time,0,2009-05-29
@gray_knowlton thx!  I'm actually wore my openxmldeveloper.org shirt from ODC08 today to help me get into the presentationml zone.  ,2009-06-05 14:11:14,thx im actually wore openxmldeveloperorg shirt odc today help get presentationml zone,3,2009-06-05
hey everyone! im new to twitter  just got it on my iphone,2009-05-14 08:08:34,hey everyone im new twitter got iphone,3,2009-05-14
its almost over  !!,2009-06-06 20:03:35,almost,0,2009-06-06
sleepy time  i must wake early to draw some more ,2009-06-06 07:21:45,sleepy time must wake early draw,0,2009-06-06
@Desperado69  that breaks my heart! This house was a good idea at the time. Now valued at less than when I bought it   stuck here a while.,2009-06-18 16:37:22,breaks heart house good idea time valued less bought stuck,0,2009-06-18
@rob_sheridan Thank you for tweeting about @postsecret that is very cool ,2009-05-16 23:00:35,thank tweeting cool,0,2009-05-16
@griner My condolences... very sorry to hear of this tragedy ,2009-06-20 18:55:22,condolences sorry hear tragedy,0,2009-06-20
I can't find Casablanca  skimming thru unlabeled DVR'd DVD's for something good instead,2009-06-07 14:10:37,cant find casablanca skimming thru unlabeled dvrd dvds something good instead,0,2009-06-07
Tomorrow is scarp spinning day. About time to spin my carding scraps. It will be a nice surprise ,2009-06-06 21:19:05,tomorrow scarp spinning day time spin carding scraps nice surprise,0,2009-06-06
@Street3 Good morning.  Nice to see you.  ,2009-06-02 05:31:47,good morning nice see,0,2009-06-02
http://twitpic.com/6rwt7 - The Effects of alcohol ,2009-06-06 14:19:29,effects alcohol,0,2009-06-06
Still getting really tired really early.... This is why I hate being sick the most  'Night!,2009-05-31 18:54:58,still getting really tired really early hate sick night,0,2009-05-31
"(@canbernard) lol after i sent that last tweet, they actually shut up ",2009-05-14 01:06:02,lol sent last tweet actually shut,0,2009-05-14
@TMoney291 nah you said it on time.. But then again is still my bday ,2009-06-01 18:26:35,nah said time still bday,0,2009-06-01
i dont like the idea of me being in work at 12.30 till 11? ,2009-06-20 20:05:30,dont like idea work till,2,2009-06-20
"@Falgi is the prob fixed? apparently I can't get 3.0 for free for my ipod Touch- have to pay to get cut &amp; paste. Boooo, Apple! ",2009-06-17 17:06:47,prob fixed apparently cant get free ipod touch pay get cut amp paste boooo apple,4,2009-06-17
... bit of a squeeze.. haha. it's cos i'm taller/actually have some boobs now.. i'm not fat for eating nutella i swear ,2009-05-30 07:31:01,bit squeeze haha cos im talleractually boobs im fat eating nutella swear,3,2009-05-30
Time to work ,2009-06-16 13:37:07,time work,1,2009-06-16
Dream come true. My texts don't workkkk. ,2009-06-19 19:54:38,dream come true texts dont workkkk,2,2009-06-19
in NZ... loving it... bit chilly... but 3 bottles of duty free to keep us warm!  COME ON WALLABIES! going off the make friends with kiwis,2009-06-05 23:11:09,nz loving bit chilly bottles duty free keep us warm come wallabies going make friends kiwis,0,2009-06-05
@siddharthroy do you still have any twitterfone invites..i could really use one...pleeeeease!!!!! ,2009-05-03 22:42:28,still twitterfone invitesi could really use onepleeeeease,0,2009-05-03
@redhcray i sorry ,2009-06-01 18:06:18,sorry,0,2009-06-01
@ModelMandyLynn On Tuesday I had to put my dog to sleep ,2009-06-18 16:03:05,tuesday put dog sleep,0,2009-06-18
Missing Chris... Wish he could go on the arch ,2009-06-20 07:33:23,missing chris wish could go arch,1,2009-06-20
"@JessicaHamby Sorry if I snapped at you earlier. I love you, darling! ",2009-06-07 02:31:45,sorry snapped earlier love darling,0,2009-06-07
@HelloKayley you should get an iPhone instead ,2009-06-02 17:37:51,get iphone instead,0,2009-06-02
"@timeandtempest Y'know fibromyalgia's real, right? I have the precusor to it. ",2009-06-16 02:27:27,yknow fibromyalgias real right precusor,0,2009-06-16
looking forward to night out tomorrow night ,2009-05-22 05:32:32,looking forward night tomorrow night,0,2009-05-22
@__loss good god woman! Get some sleep!!! I'll call/text when I'm in the city. ,2009-05-09 23:01:21,good god woman get sleep ill calltext im city,3,2009-05-09
"@bangbangpowpow -- I fell asleep! I need your number, again I finally got another phone. ",2009-06-07 06:21:00,fell asleep need number finally got another phone,0,2009-06-07
@nsingman This reply doesn't say which tweet it was about ,2009-05-31 16:05:44,reply doesnt say tweet,0,2009-05-31
just watched Yes Man. must watch the truman show again soon. i have always loved jim carrey  &lt;3,2009-05-14 03:47:27,watched yes man must watch truman show soon always loved jim carrey lt,0,2009-05-14
Still has lots of easter eggs to munch on ,2009-04-19 12:36:06,still lots easter eggs munch,0,2009-04-19
@illfollowyou ,2009-06-06 20:47:35,,0,2009-06-06
"Starting on anniversary dinner: Homemade lobster rolls (mayo), beer-bread crumb battered calamari, slaw, and one year old wedding cake. ",2009-05-31 12:28:41,starting anniversary dinner homemade lobster rolls mayo beerbread crumb battered calamari slaw one year old wedding cake,0,2009-05-31
I have to sell the motorcycle. I am so so sad ,2009-06-23 12:35:00,sell motorcycle sad,0,2009-06-23
"Taking my bro's D80 to the candlelight memorial at monas tonight, let's hope I can use it heh heh heh @ubudroi how abt those photo tips? ",2009-06-05 22:06:41,taking bros candlelight memorial monas tonight lets hope use heh heh heh abt photo tips,0,2009-06-05
"@AZAAVFC4LIFE aww, good luck with that baby. ",2009-06-01 15:10:58,aww good luck baby,0,2009-06-01
"@snake66 http://blip.fm/~7qqmn via @addthis Here's the original, you can totally tell who's sound that is. ",2009-06-06 08:20:41,via heres original totally tell whos sound,0,2009-06-06
oh my god...this hay fever will kill me  i have to sneeze every 10 seconds.......this will be the end...i know it,2009-06-03 05:08:45,oh godthis hay fever kill sneeze every secondsthis endi know,0,2009-06-03
@rolfjason Thanks a ton man!  Am still partially in shock from it all!  ,2009-06-01 08:20:53,thanks ton man still partially shock,0,2009-06-01
@LMConnelly nothing  I need to clean.....you?,2009-06-02 23:19:58,nothing need cleanyou,0,2009-06-02
@olivierll that makes no sense to me either ,2009-06-15 09:46:27,makes sense either,0,2009-06-15
So i just found out i'm not going to p.r to see my dad this summer ,2009-06-16 18:34:31,found im going pr see dad summer,3,2009-06-16
About to get started on my mid term I have to admit im a little nervous ,2009-06-17 15:29:43,get started mid term admit im little nervous,3,2009-06-17
@misterhilary HUGE STOMACHE!  GYM GYM GYM,2009-06-20 02:38:37,huge stomache gym gym gym,0,2009-06-20
OW MY LIP. SALT AND VINGAR CRISPS = LIPS STINGING!!! lol  todays really not my day.,2009-06-06 05:28:49,ow lip salt vingar crisps lips stinging lol todays really day,0,2009-06-06
Dreading going back to school tomorrow ,2009-06-07 11:18:54,dreading going back school tomorrow,4,2009-06-07
"@GarveyBen Sanity is over rated anyway  Some of your posts seem sad, not sure of your situation but it's good to look forwards ",2009-04-18 14:29:42,sanity rated anyway posts seem sad sure situation good look forwards,0,2009-04-18
bah!!! my wireshark doesn't work  can't see what Opera unite sends over the line... ,2009-06-16 03:05:42,bah wireshark doesnt work cant see opera unite sends line,1,2009-06-16
"http://twitpic.com/7t76q - Tennis buddy's wife, Sam. Our last outing before they move back to East Coast. ",2009-06-19 09:41:01,tennis buddys wife sam last outing move back east coast,4,2009-06-19
@hsabomilner I'm sorry  Any news from the US govt?  (And go ahead and throw a tantrum; I won't tell!),2009-06-21 07:18:01,im sorry news us govt go ahead throw tantrum wont tell,3,2009-06-21
"Eating the new Haagen-Dazs five ice cream (only 5 ingredients) in brown sugar. It's, well, kind of icky.  Wasted $3.99.",2009-06-06 16:27:35,eating new haagendazs five ice cream ingredients brown sugar well kind icky wasted,0,2009-06-06
Whats for dinner tonight? I seriously CBF ,2009-06-01 00:16:04,whats dinner tonight seriously cbf,0,2009-06-01
Finally home from work  Long day in the pharmacy... Now its time to start my three day weekend!,2009-06-05 18:46:09,finally home work long day pharmacy time start three day weekend,1,2009-06-05
"#myweakness  shopping, shoes and purses and a good rough fuck  haha",2009-05-30 04:31:22,myweakness shopping shoes purses good rough fuck haha,0,2009-05-30
1030 not going to happen 2 A.M. was rough and tires still need to be done  water nice though!,2009-06-20 06:40:34,going happen rough tires still need done water nice though,0,2009-06-20
What a great night of sport: Wallabies and Lakers on fire! Shame about the Roosters ,2009-06-06 15:59:18,great night sport wallabies lakers fire shame roosters,0,2009-06-06
"@JoesGaGirl @GeminiTwisted See ya later, girls....I'm off to clean.   ugh",2009-05-02 10:02:54,see ya later girlsim clean ugh,0,2009-05-02
Dance flick did the job! ,2009-05-30 13:57:27,dance flick job,0,2009-05-30
Im Hungry havent ate since last night cant hold nothin on my stomach!! ,2009-05-31 13:14:44,im hungry havent ate since last night cant hold nothin stomach,3,2009-05-31
@evieseaward omg evie! omg faust! omg it's you! omg hi hi  lool. (overuse of omg...),2009-06-07 16:40:11,omg evie omg faust omg omg hi hi lool overuse omg,0,2009-06-07
@lilcreolesd  B you should call Noo Noo and sing him that ,2009-06-05 23:24:45,b call noo noo sing,0,2009-06-05
@Writely_So  thanks!,2009-05-02 06:02:33,thanks,0,2009-05-02
I hate post production  ,2009-06-16 01:43:08,hate post production,0,2009-06-16
All of the sudden I miss puerto rico A LOT  I wanna go back home!,2009-05-29 18:13:32,sudden miss puerto rico lot wanna go back home,4,2009-05-29
@if_twit welcome sucker!! ,2009-05-17 06:52:27,welcome sucker,0,2009-05-17
Get It!!!Thats for you 5421! ,2009-06-07 14:50:58,get itthats,0,2009-06-07
On my new itouch ,2009-05-30 06:36:41,new itouch,0,2009-05-30
is in a boot  severe sprained ankle... trying to rest up &amp; let it heal for nationals that start on Monday,2009-06-17 10:42:52,boot severe sprained ankle trying rest amp let heal nationals start monday,4,2009-06-17
Good morning! I'm excited. Getting ready for the show tonight ,2009-05-02 03:46:39,good morning im excited getting ready show tonight,3,2009-05-02
Headache ,2009-06-06 06:29:40,headache,0,2009-06-06
@SakinaVania trueee. i like saturday better 2. sashaa ,2009-05-30 20:55:27,trueee like saturday better sashaa,0,2009-05-30
I am NOT nice to my body! Coke and no sleep  sorrrryyy!!!,2009-05-31 02:56:41,nice body coke sleep sorrrryyy,0,2009-05-31
"@MartinSFP cant make it tonight I'm afraid, forgot to edit page  have fun, happy networking!",2009-06-02 10:33:28,cant make tonight im afraid forgot edit page fun happy networking,3,2009-06-02
@KlownDogg haha! I wish!!! I can only hummm  i wanna learn how to play the guitar...hopefully i will start soon ,2009-06-16 09:45:10,haha wish hummm wanna learn play guitarhopefully start soon,0,2009-06-16
"@zeashanashraf Dude, Idk how to do that. :S Help ... call me !  Or no wait, me phone is off. Come on MSN ! :] And temme blabla ... Lol !",2009-06-15 02:10:59,dude idk help call wait phone come msn temme blabla lol,0,2009-06-15
Im going to start a clean slate...i took down my wall  No time to cry about the past..Future Family and friends !,2009-06-16 13:00:40,im going start clean slatei took wall time cry pastfuture family friends,3,2009-06-16
@minxsy how dare you! I told you that in private! ,2009-06-01 15:59:31,dare told private,0,2009-06-01
Ooohh finally figured out how 2 put a piccy on here!!! ,2009-05-03 07:09:27,ooohh finally figured put piccy,0,2009-05-03
"darn it, transformers is sold out tonight, i might actually cry ",2009-06-23 08:28:51,darn transformers sold tonight might actually cry,0,2009-06-23
shower success  now off to chads going away party.,2009-04-18 17:08:55,shower success chads going away party,0,2009-04-18
@daveg38 I have no uniform on today Dave ,2009-06-06 14:53:39,uniform today dave,1,2009-06-06
"Basement Cat just attacked Maxx. We want to take him to a shelter, but none are open until Monday ",2009-06-20 11:41:08,basement cat attacked maxx want take shelter none open monday,0,2009-06-20
"Should be catching up on projects but I'm topping up my tan in the garden. There's always the evening,  and the laptops defragging anyway ",2009-05-30 06:16:32,catching projects im topping tan garden theres always evening laptops defragging anyway,3,2009-05-30
"gonna start a new thing! #sexysaturday! basically, say the name of a sexy person and #sexysaturday straight after. Idea for the evening ",2009-05-30 12:44:47,gonna start new thing sexysaturday basically say name sexy person sexysaturday straight idea evening,0,2009-05-30
"@dhollinger -- space shuttle, Star Trek, etc. I loved it. I never got the bricks to build anything fabulous, but I admire those who do. ",2009-06-05 22:00:56,space shuttle star trek etc loved never got bricks build anything fabulous admire,0,2009-06-05
anybody seen my baaaaby? miss you baby  and the dogs  come home,2009-06-06 02:39:15,anybody seen baaaaby miss baby dogs come home,0,2009-06-06
@LuluGodiva This video is not available in your country due to copyright restrictions ,2009-06-17 10:42:03,video available country due copyright restrictions,0,2009-06-17
@Karen_M_  I should try those! They sound so good. But Frankly I am scared to. It was my 2nd painful night with food I yak 10x in 2 days ,2009-06-19 05:00:33,try sound good frankly scared nd painful night food yak x days,0,2009-06-19
@chrisrcook Since the demise of Woolworths it isn't easy to find reasonably priced pick n mix anywhere ,2009-05-29 08:45:38,since demise woolworths isnt easy find reasonably priced pick n mix anywhere,0,2009-05-29
 . Sunday is over.,2009-05-17 11:40:31,sunday,0,2009-05-17
@weizenbaum Thank you! ,2009-06-06 21:20:48,thank,0,2009-06-06
@yolie81 OHHHH for a hot shower!! i might have one when i get home anyway ,2009-06-02 01:49:15,ohhhh hot shower might one get home anyway,0,2009-06-02
ok ok so wats up people how was everyones weekend tell me all about it  even if u didnt do shit loll,2009-06-01 08:49:14,ok ok wats people everyones weekend tell even u didnt shit loll,0,2009-06-01
"@Shaaaayna you can did it, I have faith ",2009-05-03 20:21:29,faith,0,2009-05-03
not looking forward to a rainy weekend ,2009-06-18 12:36:29,looking forward rainy weekend,0,2009-06-18
"Found new programme - Dollhouse, it's pretty gd, ",2009-06-07 10:30:11,found new programme dollhouse pretty gd,0,2009-06-07
"@cmlh sorry mate I don't have a URL, I've always been sent emails.  I didn't attend this year or last year.  ",2009-06-24 20:56:30,sorry mate dont url ive always sent emails didnt attend year last year,2,2009-06-24
NOO! Patti got voted off. ,2009-06-23 17:45:24,noo patti got voted,0,2009-06-23
IS watching Star Academy  ,2009-05-29 12:11:33,watching star academy,0,2009-05-29
@TrainWreckRadio!--thx for the reblip  â« http://blip.fm/~7h90d,2009-06-01 23:32:20,thx reblip,0,2009-06-01
@kirsty_wilson How ya been? ,2009-06-06 04:44:50,ya,0,2009-06-06
"@kdwegs Do you have a ladder? If so, rather do it yourself ",2009-05-18 02:01:17,ladder rather,0,2009-05-18
"@Dannymcfly HELLOO! How bout a hi to us in the UK  Btw, When are we gonna hear some new stuff! x",2009-05-31 12:48:45,helloo bout hi us uk btw gonna hear new stuff x,0,2009-05-31
@davidptdf i love CAKE. the band. not the dessert. my bro got me a sticker from their concert ,2009-06-01 13:38:14,love cake band dessert bro got sticker concert,0,2009-06-01
"@twosoups not yet,  haven't had a day in weeks to sit down and work. so trying to do it in tiny pieces instead..may take a while!",2009-06-06 06:18:00,yet havent day weeks sit work trying tiny pieces insteadmay take,1,2009-06-06
"I just made a milkshake with apples,oranges,bananas, cherrys, kiwi and pineapple with the new turbomixer ",2009-06-07 06:06:52,made milkshake applesorangesbananas cherrys kiwi pineapple new turbomixer,0,2009-06-07
@Nicci311 I aim to please. ,2009-06-16 00:28:15,aim please,0,2009-06-16
Please don't forget us  ,2009-05-29 09:14:20,please dont forget us,2,2009-05-29
Playing animal crossing. Like whoa. It's been over a month since i've touched this game. ,2009-06-25 06:44:03,playing animal crossing like whoa month since ive touched game,0,2009-06-25
@SoFierce21 girl you not leaving it you just takin a Break from it...atleast it aint leavin you ,2009-05-16 20:54:44,girl leaving takin break itatleast aint leavin,0,2009-05-16
Matt is gone. BY MYSELF. lame ,2009-06-15 19:17:51,matt gone lame,0,2009-06-15
im soo obsessed with the song &quot;when i get home your so dead by mayday parade&quot;  it an awsome song!,2009-05-29 13:06:25,im soo obsessed song quotwhen get home dead mayday paradequot awsome song,3,2009-05-29
'Time Is An Illusion and All Time Is Now'... &quot;You ready to have some fun?  I thought so...&quot; Read Ariel's full article @ http://tr.im/jFd7,2009-05-18 02:35:32,time illusion time quotyou ready fun thought soquot read ariels full article,0,2009-05-18
"Trying out zensify on the iPhone. Got some very cool features, hope they plan to expand it! Need my Tweetie functionality dammit ",2009-06-07 14:27:15,trying zensify iphone got cool features hope plan expand need tweetie functionality dammit,0,2009-06-07
@theknickermafia think of them as little angels who recycle things to feed your earth... which feeds your herbs  (oh and fanky for ff) x,2009-05-22 03:29:13,think little angels recycle things feed earth feeds herbs oh fanky ff x,0,2009-05-22
@wrecktify LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me. ,2009-05-10 01:06:28,lol ok gotta get folks microsoft live wa hire,0,2009-05-10
@natty182 Nat go on msn pls ,2009-05-29 10:56:58,nat go msn pls,1,2009-05-29
"@timothyadrian Well, at least there's no 'Top 8' or something like that. I remember who my true friends are ",2009-04-19 01:53:20,well least theres top something like remember true friends,0,2009-04-19
Just woke up... Working out cause I didn't get a chance to yestrday ,2009-06-20 07:32:41,woke working cause didnt get chance yestrday,0,2009-06-20
Bored as hell at work. I feel like im here 24/7..Im also missing my TX boo. ,2009-06-06 15:05:10,bored hell work feel like im im also missing tx boo,3,2009-06-06
"@sebby_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don't know if i like it, i'll wait till i get your opinion ",2009-05-04 04:18:10,mkay tell msn bfgurelgbsr yeah guess dont know like ill wait till get opinion,2,2009-05-04
@michaeltangen I couldn't resist when the vendor was right outside my door... ,2009-06-07 18:03:10,couldnt resist vendor right outside door,0,2009-06-07
just finished eating ,2009-05-30 03:55:27,finished eating,0,2009-05-30
"I went to work at the restaurant tonight , it was really busy but it was fun ",2009-06-06 23:25:41,went work restaurant tonight really busy fun,1,2009-06-06
wants to make a video to put on youtube  but my mom won't let me put any of my videos on youtube  how sad ik,2009-06-20 11:21:07,wants make video put youtube mom wont let put videos youtube sad ik,0,2009-06-20
@bolly47 Star Trekkin' across the universe... Sorry you're not going ,2009-06-06 07:03:57,star trekkin across universe sorry youre going,0,2009-06-06
@sirkleck and multi and/or new media ,2009-04-19 07:04:43,multi andor new media,0,2009-04-19
Aaaah! I hate school reports ,2009-06-14 23:19:52,aaaah hate school reports,0,2009-06-14
I had a dream last nite that I met the male version of me and I fell in love at first sight. Is that cocky? Was it a dream...?  ,2009-05-31 09:57:23,dream last nite met male version fell love first sight cocky dream,0,2009-05-31
@zoara car boot sales are being run down too. eg legendary brighton one. ,2009-05-10 06:43:22,car boot sales run eg legendary brighton one,0,2009-05-10
